URL,ThreatScore,Verdict,ClipboardCommands,ClipboardManipulation,PowerShellDownloads,PowerShellCommands,EncodedPowerShell,MacOSTerminalCommands,DNSClickFix,WindowsTerminalClickFix,WebDAVClickFix,FingerExeAbuse,WinHttpVBScript,ClickFixInstructions,FakeCloudflare,FakeVideoConferencing,FakeWindowsUpdate,FakeGlitchLures,FakeSoftwareDownloads,ConsentFixIndicators,LLMArtifactAbuse,CaptchaElements
https://103.74.5.124/,584,Suspicious,0,6,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
https://162.240.96.107/,0,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://162.240.96.107/,35,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://118.139.167.36/,35,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://172.96.189.153/,553,Suspicious,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
https://widexenmexico.com.mx/plugins/Cloudflare/challenge/IsHuman/ID53728/,89035,Suspicious,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
https://216.119.126.23/old_backup/,551,Suspicious,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
http://meetvideogoogle.com/,2,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://videomeetgoogle.com/,2,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://194.67.127.229/,2,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://162.215.130.152/,520,Suspicious,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
https://104.199.248.167/,5907,Suspicious,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
https://199.168.184.115/,588,Suspicious,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
https://167.99.0.131:4011/,24,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://165.73.81.241:9809/,37,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://167.99.0.131:3011/,24,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://199.168.184.115/,588,Suspicious,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
http://69.48.143.20/,2,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://3.18.128.17/,6077,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://118.139.167.36/,553,Suspicious,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
https://18.176.47.246/,524,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://5.35.124.133/,536,Suspicious,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://94.130.229.174/,4596,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://144.208.73.31/,37,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://112.220.72.117/,287,Likely Safe,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
http://165.73.81.241:9808/,37,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://98.70.13.131/,2494,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
https://5.63.157.201/,2033,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://185.80.0.36/,37,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://103.241.42.40/,3,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://13.113.8.105/,471,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://209.250.2.244/,3,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://144.22.251.16/,636,Suspicious,0,6,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
http://112.220.72.117/,287,Likely Safe,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
https://201.182.25.51/,540,Suspicious,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
https://209.250.2.244/,3,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://150.95.27.35/,63,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://173.231.196.249/,636,Suspicious,0,6,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
http://162.215.130.152/,520,Suspicious,0,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3
http://18.176.47.246/,524,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://3.141.75.29/,99,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://44.208.147.17/,3839,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://95.154.194.17/,69,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://192.155.93.247:3101/,8528,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://35.226.92.8/,368,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
https://69.57.163.151/,60,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
http://164.160.41.10/,62,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://74.50.99.45:8443/,744,Suspicious,0,6,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,3
https://blessdayservices.org/up/,339,Suspicious,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
https://admin.gestroom.it/,21,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://test.peperoncinochepassione.it/,52,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://first-security-verden.de/,5,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.first-security-verden.de/,5,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://zamilgroups.com/,21,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.website.mypetapp.co.za/,52,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.bratusferramentas.grupomoltz.com.br/,401,Suspicious,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
https://website.mypetapp.co.za/,52,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://bmdcompany.com/,21,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.zamilgroups.com/,21,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.test.peperoncinochepassione.it/,52,Likely Safe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://82.146.62.232/,406,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
http://82.146.62.232/,401,Suspicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
